CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
5479;4117057;NOVA LARANJEIRAS;Nova Laranjeiras;PR
5481;4122156;RIO BONITO DO IGUAÇU;Rio Bonito do Iguaçu;PR
5483;4128658;VIRMOND;Virmond;PR
5485;4110656;IRACEMA DO OESTE;Iracema do Oeste;PR
5487;4115358;MARIPÁ;Maripá;PR
5489;4125753;SÃO PEDRO DO IGUAÇU;São Pedro do Iguaçu;PR
5491;4103479;CAFEZAL DO SUL;Cafezal do Sul;PR
5493;4126272;SAUDADE DO IGUAÇU;Saudade do Iguaçu;PR
5495;4119251;Pinhal de São Bento;Pinhal de São Bento;PR
5497;4128534;VENTANIA;Ventania;PR
5499;4104428;CANDÓI;Candói;PR
5501;4113254;LARANJAL;Laranjal;PR
5503;4115739;MATO RICO;Mato Rico;PR
5505;4123857;SANTA MARIA DO OESTE;Santa Maria do Oeste;PR
5507;4113429;LIDIANÓPOLIS;Lidianópolis;PR
5509;4101150;ÂNGULO;Ângulo;PR
5511;4107553;FAROL;Farol;PR
5513;4121356;RANCHO ALEGRE D'OESTE;Rancho Alegre D'Oeste;PR
5515;4125555;SÃO MANOEL DO PARANÁ;São Manoel do Paraná;PR
5517;4117297;NOVO ITACOLOMI;Novo Itacolomi;PR
5519;4123956;SANTA MÔNICA;Santa Mônica;PR
5521;4103370;BRASILÂNDIA DO SUL;Brasilândia do Sul;PR
5523;4128625;ALTO PARAÍSO;Alto Paraíso;PR
5525;4110953;ITAIPULÂNDIA;Itaipulândia;PR
5527;4121257;RAMILÂNDIA;Ramilândia;PR
5529;4107538;ENTRE RIOS DO OESTE;Entre Rios do Oeste;PR
5531;4115853;MERCEDES;Mercedes;PR
5533;4118451;PATO BRAGADO;Pato Bragado;PR
5535;4120853;QUATRO PONTES;Quatro Pontes;PR
5537;4202453;BOMBINHAS;Bombinhas;SC
5539;4211256;MORRO GRANDE;Morro Grande;SC
5541;4212254;PASSO DE TORRES;Passo de Torres;SC
5543;4204251;COCAL DO SUL;Cocal do Sul;SC
5545;4203956;CAPIVARI DE BAIXO;Capivari de Baixo;SC
5547;4215455;SANGÃO;Sangão;SC
5549;4202057;BALNEÁRIO BARRA DO SUL;Balneário Barra do Sul;SC
5551;4216354;SÃO JOÃO DO ITAPERIÚ;São João do Itaperiú;SC
5553;4203154;CALMON;Calmon;SC
5555;4215679;SANTA TEREZINHA;Santa Terezinha;SC
5557;4202859;BRAÇO DO TROMBUDO;Braço do Trombudo;SC
5559;4210852;MIRIM DOCE;Mirim Doce;SC
5561;4211058;MONTE CARLO;Monte Carlo;SC
5563;4219150;VARGEM;Vargem;SC
5565;4219176;VARGEM BONITA;Vargem Bonita;SC
5567;4204178;CERRO NEGRO;Cerro Negro;SC
5569;4213351;PONTE ALTA DO NORTE;Ponte Alta do Norte;SC
5571;4215059;RIO RUFINO;Rio Rufino;SC
5573;4216057;SÃO CRISTOVÃO DO SUL;São Cristóvão do Sul;SC
5575;4210050;MACIEIRA;Macieira;SC
5577;4200556;ÁGUAS FRIAS;Águas Frias;SC
5579;4204350;CORDILHEIRA ALTA;Cordilheira Alta;SC
5581;4205431;FORMOSA DO SUL;Formosa do Sul;SC
5583;4206652;GUATAMBÚ;Guatambú;SC
5585;4207858;IRATI;Irati;SC
5587;4208955;JARDINÓPOLIS;Jardinópolis;SC
5589;4211454;NOVA ITABERABA;Nova Itaberaba;SC
5591;4211652;NOVO HORIZONTE;Novo Horizonte;SC
5593;4213153;PLANALTO ALEGRE;Planalto Alegre;SC
5595;4217758;SUL BRASIL;Sul Brasil;SC
5597;4201273;ARABUTÃ;Arabutã;SC
5599;4201653;ARVOREDO;Arvoredo;SC
5601;3200102;AFONSO CLÁUDIO;Afonso Cláudio;ES
5603;3200201;ALEGRE;Alegre;ES
5605;3200300;ALFREDO CHAVES;Alfredo Chaves;ES
5607;3200409;ANCHIETA;Anchieta;ES
5609;3200508;APIACÁ;Apiacá;ES
5611;3200607;ARACRUZ;Aracruz;ES
5613;3200706;ATILIO VIVACQUA;Atílio Vivácqua;ES
5615;3200805;BAIXO GUANDU;Baixo Guandu;ES
5617;3200904;BARRA DE SÃO FRANCISCO;Barra de São Francisco;ES
5619;3201001;BOA ESPERANÇA;Boa Esperança;ES
5621;3201100;BOM JESUS DO NORTE;Bom Jesus do Norte;ES
5623;3201209;CACHOEIRO DE ITAPEMIRIM;Cachoeiro de Itapemirim;ES
5625;3201308;CARIACICA;Cariacica;ES
5627;3201407;CASTELO;Castelo;ES
5629;3201506;COLATINA;Colatina;ES
5631;3201605;CONCEIÇÃO DA BARRA;Conceição da Barra;ES
5633;3201704;CONCEIÇÃO DO CASTELO;Conceição do Castelo;ES
5635;3201803;DIVINO DE SÃO LOURENÇO;Divino de São Lourenço;ES
5637;3201902;DOMINGOS MARTINS;Domingos Martins;ES
5639;3202009;DORES DO RIO PRETO;Dores do Rio Preto;ES
5641;3202108;ECOPORANGA;Ecoporanga;ES
5643;3202207;FUNDÃO;Fundão;ES
5645;3202306;GUAÇUÍ;Guaçuí;ES
5647;3202405;GUARAPARI;Guarapari;ES
5649;3202504;IBIRAÇU;Ibiraçu;ES
5651;3202603;ICONHA;Iconha;ES
5653;3202702;ITAGUAÇU;Itaguaçu;ES
5655;3202801;ITAPEMIRIM;Itapemirim;ES
5657;3202900;ITARANA;Itarana;ES
5659;3203007;IÚNA;Iúna;ES
5661;3203106;JERÔNIMO MONTEIRO;Jerônimo Monteiro;ES
5663;3203205;LINHARES;Linhares;ES
5665;3203304;MANTENÓPOLIS;Mantenópolis;ES
5667;3203403;MIMOSO DO SUL;Mimoso do Sul;ES
5669;3203502;MONTANHA;Montanha;ES
5671;3203601;MUCURICI;Mucurici;ES
5673;3203700;MUNIZ FREIRE;Muniz Freire;ES
5675;3203809;MUQUI;Muqui;ES
5677;3203908;NOVA VENÉCIA;Nova Venécia;ES
5679;3204005;PANCAS;Pancas;ES
5681;3204104;PINHEIROS;Pinheiros;ES
5683;3204203;PIÚMA;Piúma;ES
5685;3204302;PRESIDENTE KENNEDY;Presidente Kennedy;ES
5687;3204401;RIO NOVO DO SUL;Rio Novo do Sul;ES
5689;3204500;SANTA LEOPOLDINA;Santa Leopoldina;ES
5691;3204609;SANTA TERESA;Santa Teresa;ES
5693;3204708;SÃO GABRIEL DA PALHA;São Gabriel da Palha;ES
5695;3204807;SÃO JOSÉ DO CALÇADO;São José do Calçado;ES
5697;3204906;SÃO MATEUS;São Mateus;ES
5699;3205002;SERRA;Serra;ES
5701;3205101;VIANA;Viana;ES
5703;3205200;VILA VELHA;Vila Velha;ES
5705;3205309;VITÓRIA;Vitória;ES
5707;3203353;MARILÂNDIA;Marilândia;ES
5709;3202454;IBATIBA;Ibatiba;ES
5711;3204351;RIO BANANAL;Rio Bananal;ES
5713;3203056;JAGUARÉ;Jaguaré;ES
5715;3204054;PEDRO CANÁRIO;Pedro Canário;ES
5717;3200169;ÁGUA DOCE DO NORTE;Água Doce do Norte;ES
5719;3200359;ALTO RIO NOVO;Alto Rio Novo;ES
5721;3203130;JOÃO NEIVA;João Neiva;ES
5723;3203163;LARANJA DA TERRA;Laranja da Terra;ES
5725;3204559;SANTA MARIA DE JETIBÁ;Santa Maria de Jetibá;ES
5727;3205036;VARGEM ALTA;Vargem Alta;ES
5729;3205069;VENDA NOVA DO IMIGRANTE;Venda Nova do Imigrante;ES
5731;3133758;ITAÚ DE MINAS;Itaú de Minas;MG
5733;3200136;ÁGUIA BRANCA;Águia Branca;ES
5735;4204459;CORONEL MARTINS;Coronel Martins;SC
5737;4207684;IPUAÇU;Ipuaçu;SC
5739;4209458;Lajeado Grande;Lajeado Grande;SC
5741;4211850;OURO VERDE;Ouro Verde;SC
5743;4212270;PASSOS MAIA;Passos Maia;SC
5745;4202156;BELMONTE;Belmonte;SC
5747;4212239;PARAÍSO;Paraíso;SC
5749;4215075;RIQUEZA;Riqueza;SC
5751;4215554;SANTA HELENA;Santa Helena;SC
5753;4216255;SÃO JOÃO DO OESTE;São João do Oeste;SC
5755;4217154;SÃO MIGUEL DA BOA VISTA;São Miguel da Boa Vista;SC
5757;4313375;NOVA SANTA RITA;Nova Santa Rita;RS
5759;4311981;MARIANA PIMENTEL;Mariana Pimentel;RS
5761;4320552;SERTÃO SANTANA;Sertão Santana;RS
5763;4309159;GRAMADO XAVIER;Gramado Xavier;RS
5765;4314076;PASSO DO SOBRADO;Passo do Sobrado;RS
5767;4320677;SINIMBU;Sinimbu;RS
5769;4322533;VALE DO SOL;Vale do Sol;RS
5771;4301750;BARÃO DO TRIUNFO;Barão do Triunfo;RS
5773;4312252;MINAS DO LEÃO;Minas do Leão;RS
5775;4312443;MORRINHOS DO SUL;Morrinhos do Sul;RS
5777;4321832;TRÊS FORQUILHAS;Três Forquilhas;RS
5779;4300851;ARAMBARÉ;Arambaré;RS
5781;4320354;SENTINELA DO SUL;Sentinela do Sul;RS
5783;4311775;MAQUINÉ;Maquiné;RS
5785;4323804;XANGRI-LÁ;Xangri-lá;RS
5787;4314472;PINHAL GRANDE;Pinhal Grande;RS
5789;4315321;QUEVEDOS;Quevedos;RS
5791;4318432;SÃO JOÃO DO POLÊSINE;São João do Polêsine;RS
5793;4319125;SÃO MARTINHO DA SERRA;São Martinho da Serra;RS
5795;4323457;VILA NOVA DO SUL;Vila Nova do Sul;RS
5797;4305975;COXILHA;Coxilha;RS
5799;4308854;GENTIL;Gentil;RS
5801;3300100;ANGRA DOS REIS;Angra dos Reis;RJ
5803;3300209;ARARUAMA;Araruama;RJ
5805;3300308;BARRA DO PIRAÍ;Barra do Piraí;RJ
5807;3300407;BARRA MANSA;Barra Mansa;RJ
5809;3300506;BOM JARDIM;Bom Jardim;RJ
5811;3300605;BOM JESUS DO ITABAPOANA;Bom Jesus do Itabapoana;RJ
5813;3300704;CABO FRIO;Cabo Frio;RJ
5815;3300803;CACHOEIRAS DE MACACU;Cachoeiras de Macacu;RJ
5817;3300902;CAMBUCI;Cambuci;RJ
5819;3301009;CAMPOS DOS GOYTACAZES;Campos dos Goytacazes;RJ
5821;3301108;CANTAGALO;Cantagalo;RJ
5823;3301207;CARMO;Carmo;RJ
5825;3301306;CASIMIRO DE ABREU;Casimiro de Abreu;RJ
5827;3301405;CONCEIÇÃO DE MACABU;Conceição de Macabu;RJ
5829;3301504;CORDEIRO;Cordeiro;RJ
5831;3301603;DUAS BARRAS;Duas Barras;RJ
5833;3301702;DUQUE DE CAXIAS;Duque de Caxias;RJ
5835;3301801;ENGENHEIRO PAULO DE FRONTIN;Engenheiro Paulo de Frontin;RJ
5837;3301900;ITABORAÍ;Itaboraí;RJ
5839;3302007;ITAGUAÍ;Itaguaí;RJ
5841;3302106;ITAOCARA;Itaocara;RJ
5843;3302205;ITAPERUNA;Itaperuna;RJ
5845;3302304;LAJE DO MURIAÉ;Laje do Muriaé;RJ
5847;3302403;MACAÉ;Macaé;RJ
5849;3302502;MAGÉ;Magé;RJ
5851;3302601;MANGARATIBA;Mangaratiba;RJ
5853;3302700;MARICÁ;Maricá;RJ
5855;3302809;MENDES;Mendes;RJ
5857;3302908;MIGUEL PEREIRA;Miguel Pereira;RJ
5859;3303005;MIRACEMA;Miracema;RJ
5861;3303104;NATIVIDADE;Natividade;RJ
5863;3303203;NILÓPOLIS;Nilópolis;RJ
5865;3303302;NITERÓI;Niterói;RJ
5867;3303401;NOVA FRIBURGO;Nova Friburgo;RJ
5869;3303500;NOVA IGUAÇU;Nova Iguaçu;RJ
5871;3303609;PARACAMBI;Paracambi;RJ
5873;3303708;PARAÍBA DO SUL;Paraíba do Sul;RJ
5875;3303807;PARATI;Paraty;RJ
5877;3303906;PETRÓPOLIS;Petrópolis;RJ
5879;3304003;PIRAÍ;Piraí;RJ
5881;3304102;PORCIÚNCULA;Porciúncula;RJ
5883;3304201;RESENDE;Resende;RJ
5885;3304300;RIO BONITO;Rio Bonito;RJ
5887;3304409;RIO CLARO;Rio Claro;RJ
5889;3304508;RIO DAS FLORES;Rio das Flores;RJ
5891;3304607;SANTA MARIA MADALENA;Santa Maria Madalena;RJ
5893;3304706;SANTO ANTÔNIO DE PÁDUA;Santo Antônio de Pádua;RJ
5895;3304805;SÃO FIDÉLIS;São Fidélis;RJ
5897;3304904;SÃO GONÇALO;São Gonçalo;RJ
5899;3305000;SÃO JOÃO DA BARRA;São João da Barra;RJ
5901;3305109;SÃO JOÃO DE MERITI;São João de Meriti;RJ
5903;3305208;SÃO PEDRO DA ALDEIA;São Pedro da Aldeia;RJ
5905;3305307;SÃO SEBASTIÃO DO ALTO;São Sebastião do Alto;RJ
5907;3305406;SAPUCAIA;Sapucaia;RJ
5909;3305505;SAQUAREMA;Saquarema;RJ
5911;3305604;SILVA JARDIM;Silva Jardim;RJ
5913;3305703;SUMIDOURO;Sumidouro;RJ
5915;3305802;TERESÓPOLIS;Teresópolis;RJ
5917;3305901;TRAJANO DE MORAES;Trajano de Moraes;RJ
5919;3306008;TRÊS RIOS;Três Rios;RJ
5921;3306107;VALENÇA;Valença;RJ
5923;3306206;VASSOURAS;Vassouras;RJ
5925;3306305;VOLTA REDONDA;Volta Redonda;RJ
5927;3300258;ARRAIAL DO CABO;Arraial do Cabo;RJ
5929;3302056;ITALVA;Italva;RJ
5931;4312138;MATO CASTELHANO;Mato Castelhano;RS
5933;4312427;MORMAÇO;Mormaço;RS
5935;4312625;MULITERNO;Muliterno;RS
5937;4312674;NICOLAU VERGUEIRO;Nicolau Vergueiro;RS
5939;4314779;PONTÃO;Pontão;RS
5941;4317558;SANTO ANTÔNIO DO PALMA;Santo Antônio do Palma;RS
5943;4301958;BARRA FUNDA;Barra Funda;RS
5945;4305850;COQUEIROS DO SUL;Coqueiros do Sul;RS
5947;4306924;ENGENHO VELHO;Engenho Velho;RS
5949;4309126;GRAMADO DOS LOUREIROS;Gramado dos Loureiros;RS
5951;4311270;LAGOA DOS TRÊS CANTOS;Lagoa dos Três Cantos;RS
5953;4312955;NOVA BOA VISTA;Nova Boa Vista;RS
5955;4315552;RIO DOS ÍNDIOS;Rio dos Índios;RS
5957;4317756;SANTO ANTÔNIO DO PLANALTO;Santo Antônio do Planalto;RS
5959;4301925;BARRA DO RIO AZUL;Barra do Rio Azul;RS
5961;4304853;CARLOS GOMES;Carlos Gomes;RS
5963;4305116;CENTENÁRIO;Centenário;RS
5965;4305371;CHARRUA;Charrua;RS
5967;4314787;PONTE PRETA;Ponte Preta;RS
5969;4300646;AMETISTA DO SUL;Ametista do Sul;RS
5971;4306429;DOIS IRMÃOS DAS MISSÕES;Dois Irmãos das Missões;RS
5973;4313441;NOVO TIRADENTES;Novo Tiradentes;RS
5975;4314498;PINHEIRINHO DO VALE;Pinheirinho do Vale;RS
5977;4317954;SANTO EXPEDITO DO SUL;Santo Expedito do Sul;RS
5979;4322186;TUPANCI DO SUL;Tupanci do Sul;RS
5981;4302154;BOA VISTA DAS MISSÕES;Boa Vista das Missões;RS
5983;4311429;LAJEADO DO BUGRE;Lajeado do Bugre;RS
5985;4313490;NOVO BARREIRO;Novo Barreiro;RS
5987;4316428;SAGRADA FAMÍLIA;Sagrada Família;RS
5989;4318457;SÃO JOSÉ DAS MISSÕES;São José das Missões;RS
5991;4313086;NOVA PÁDUA;Nova Pádua;RS
5993;4312385;MONTE BELO DO SUL;Monte Belo do Sul;RS
5995;4317251;SANTA TEREZA;Santa Tereza;RS
5997;4319711;SÃO VALENTIM DO SUL;São Valentim do Sul;RS
5999;4322350;UNIÃO DA SERRA;União da Serra;RS
6001;3304557;RIO DE JANEIRO;Rio de Janeiro;RJ
6003;3302254;ITATIAIA;Itatiaia;RJ
6005;3303856;PATY DO ALFERES;Paty do Alferes;RJ
6007;3304151;QUISSAMÃ;Quissamã;RJ
6009;3305158;SÃO JOSÉ DO VALE DO RIO PRETO;São José do Vale do Rio Preto;RJ
6011;3202553;IBITIRAMA;Ibitirama;ES
6013;4303673;CAMPESTRE DA SERRA;Campestre da Serra;RS
6015;4318622;SÃO JOSÉ DOS AUSENTES;São José dos Ausentes;RS
6017;4311627;LINDOLFO COLLOR;Lindolfo Collor;RS
6019;4312476;MORRO REUTER;Morro Reuter;RS
6021;4314423;PICADA CAFÉ;Picada Café;RS
6023;4315149;PRESIDENTE LUCENA;Presidente Lucena;RS
6025;4304697;CAPITÃO;Capitão;RS
6027;4310579;ITAPUCA;Itapuca;RS
6029;4305587;COLINAS;Colinas;RS
6031;4312153;MATO LEITÃO;Mato Leitão;RS
6033;4316758;SANTA CLARA DO SUL;Santa Clara do Sul;RS
6035;4320453;SÉRIO;Sério;RS
6037;4321626;TRAVESSEIRO;Travesseiro;RS
6039;4311791;MARATÁ;Maratá;RS
6041;4314035;PARECI NOVO;Pareci Novo;RS
6043;4319356;SÃO PEDRO DA SERRA;São Pedro da Serra;RS
6045;4300570;ALTO FELIZ;Alto Feliz;RS
6047;4311643;LINHA NOVA;Linha Nova;RS
6049;4322541;VALE REAL;Vale Real;RS
6051;4310413;INHACORÁ;Inhacorá;RS
6053;4323754;VITÓRIA DAS MISSÕES;Vitória das Missões;RS
6055;4305871;CORONEL BARROS;Coronel Barros;RS
6057;4313425;NOVO MACHADO;Novo Machado;RS
6059;4318499;SÃO JOSÉ DO INHACORÁ;São José do Inhacorá;RS
6061;4316477;SALVADOR DAS MISSÕES;Salvador das Missões;RS
6063;4319372;SÃO PEDRO DO BUTIÁ;São Pedro do Butiá;RS
6065;4315057;PORTO MAUÁ;Porto Mauá;RS
6067;4315073;PORTO VERA CRUZ;Porto Vera Cruz;RS
6069;4301859;BARRA DO GUARITA;Barra do Guarita;RS
6071;4302378;BOM PROGRESSO;Bom Progresso;RS
6073;4306320;DERRUBADAS;Derrubadas;RS
6075;4319737;SÃO VALÉRIO DO SUL;São Valério do Sul;RS
6077;4321477;TIRADENTES DO SUL;Tiradentes do Sul;RS
6079;4311759;MANOEL VIANA;Manoel Viana;RS
6081;4308656;GARRUCHOS;Garruchos;RS
6083;4304358;CANDIOTA;Candiota;RS
6085;4309654;HULHA NEGRA;Hulha Negra;RS
6087;5107297;SÃO JOSÉ DO POVO;São José do Povo;MT
6101;3500105;ADAMANTINA;Adamantina;SP
6103;3500204;ADOLFO;Adolfo;SP
6105;3500303;AGUAÍ;Aguaí;SP
6107;3500402;ÁGUAS DA PRATA;Águas da Prata;SP
6109;3500501;ÁGUAS DE LINDÓIA;Águas de Lindóia;SP
6111;3500600;ÁGUAS DE SÃO PEDRO;Águas de São Pedro;SP
6113;3500709;AGUDOS;Agudos;SP
6115;3500808;ALFREDO MARCONDES;Alfredo Marcondes;SP
6117;3500907;ALTAIR;Altair;SP
6119;3501004;ALTINÓPOLIS;Altinópolis;SP
6121;3501103;ALTO ALEGRE;Alto Alegre;SP
6123;3501202;ÁLVARES FLORENCE;Álvares Florence;SP
6125;3501301;ÁLVARES MACHADO;Álvares Machado;SP
6127;3501400;ÁLVARO DE CARVALHO;Álvaro de Carvalho;SP
6129;3501509;ALVINLÂNDIA;Alvinlândia;SP
6131;3501608;AMERICANA;Americana;SP
6133;3501707;AMÉRICO BRASILIENSE;Américo Brasiliense;SP
6135;3501806;AMÉRICO DE CAMPOS;Américo de Campos;SP
6137;3501905;AMPARO;Amparo;SP
6139;3502002;ANALÂNDIA;Analândia;SP
6141;3502101;ANDRADINA;Andradina;SP
6143;3502200;ANGATUBA;Angatuba;SP
6145;3502309;ANHEMBI;Anhembi;SP
6147;3502408;ANHUMAS;Anhumas;SP
6149;3502507;APARECIDA;Aparecida;SP
6151;3502606;APARECIDA D'OESTE;Aparecida d'Oeste;SP
6153;3502705;APIAÍ;Apiaí;SP
6155;3502804;ARAÇATUBA;Araçatuba;SP
6157;3502903;ARAÇOIABA DA SERRA;Araçoiaba da Serra;SP
6159;3503000;ARAMINA;Aramina;SP
6161;3503109;ARANDU;Arandu;SP
6163;3503208;ARARAQUARA;Araraquara;SP
6165;3503307;ARARAS;Araras;SP
6167;3503406;AREALVA;Arealva;SP
6169;3503505;AREIAS;Areias;SP
6171;3503604;AREIÓPOLIS;Areiópolis;SP
6173;3503703;ARIRANHA;Ariranha;SP
6175;3503802;ARTUR NOGUEIRA;Artur Nogueira;SP
6177;3503901;ARUJÁ;Arujá;SP
6179;3504008;ASSIS;Assis;SP
6181;3504107;ATIBAIA;Atibaia;SP
6183;3504206;AURIFLAMA;Auriflama;SP
6185;3504305;AVAÍ;Avaí;SP
6187;3504404;AVANHANDAVA;Avanhandava;SP
6189;3504503;AVARÉ;Avaré;SP
6191;3504602;BADY BASSITT;Bady Bassitt;SP
6193;3504701;BALBINOS;Balbinos;SP
6195;3504800;BÁLSAMO;Bálsamo;SP
6197;3504909;BANANAL;Bananal;SP
6199;3505104;BARBOSA;Barbosa;SP
6201;3505005;BARÃO DE ANTONINA;Barão de Antonina;SP
6203;3505203;BARIRI;Bariri;SP
6205;3505302;BARRA BONITA;Barra Bonita;SP
6207;3505401;BARRA DO TURVO;Barra do Turvo;SP
6209;3505500;BARRETOS;Barretos;SP
6211;3505609;BARRINHA;Barrinha;SP
6213;3505708;BARUERI;Barueri;SP
6215;3505807;BASTOS;Bastos;SP
6217;3505906;BATATAIS;Batatais;SP
6219;3506003;BAURU;Bauru;SP
6221;3506102;BEBEDOURO;Bebedouro;SP
6223;3506201;BENTO DE ABREU;Bento de Abreu;SP
6225;3506300;BERNARDINO DE CAMPOS;Bernardino de Campos;SP
6227;3506409;BILAC;Bilac;SP
6229;3506508;BIRIGUI;Birigui;SP
6231;3506607;BIRITIBA-MIRIM;Biritiba Mirim;SP
6233;3506706;BOA ESPERANÇA DO SUL;Boa Esperança do Sul;SP
6235;3506805;BOCAINA;Bocaina;SP
6237;3506904;BOFETE;Bofete;SP
6239;3507001;BOITUVA;Boituva;SP
6241;3507100;BOM JESUS DOS PERDÕES;Bom Jesus dos Perdões;SP
6243;3507209;BORÁ;Borá;SP
6245;3507308;BORACÉIA;Boracéia;SP
6247;3507407;BORBOREMA;Borborema;SP
6249;3507506;BOTUCATU;Botucatu;SP
6251;3507605;BRAGANÇA PAULISTA;Bragança Paulista;SP
6255;3507704;BRAÚNA;Braúna;SP
6257;3507803;BRODOWSKI;Brodowski;SP
6259;3507902;BROTAS;Brotas;SP
6261;3508009;BURI;Buri;SP
6263;3508108;BURITAMA;Buritama;SP
6265;3508207;BURITIZAL;Buritizal;SP
6267;3508306;CABRÁLIA PAULISTA;Cabrália Paulista;SP
6269;3508405;CABREÚVA;Cabreúva;SP
6271;3508504;CAÇAPAVA;Caçapava;SP
6273;3508603;CACHOEIRA PAULISTA;Cachoeira Paulista;SP
6275;3508702;CACONDE;Caconde;SP
6277;3508801;CAFELÂNDIA;Cafelândia;SP
6279;3508900;CAIABU;Caiabu;SP
6281;3509007;CAIEIRAS;Caieiras;SP
6283;3509106;CAIUÁ;Caiuá;SP
6285;3509205;CAJAMAR;Cajamar;SP
6287;3509304;CAJOBI;Cajobi;SP
6289;3509403;CAJURU;Cajuru;SP
6291;3509502;CAMPINAS;Campinas;SP
6293;3509601;CAMPO LIMPO PAULISTA;Campo Limpo Paulista;SP
6295;3509700;CAMPOS DO JORDÃO;Campos do Jordão;SP
6297;3509809;CAMPOS NOVOS PAULISTA;Campos Novos Paulista;SP
6299;3509908;CANANÉIA;Cananéia;SP
6301;3510005;CÂNDIDO MOTA;Cândido Mota;SP
6303;3510104;CÂNDIDO RODRIGUES;Cândido Rodrigues;SP
6305;3510203;CAPÃO BONITO;Capão Bonito;SP
6307;3510302;CAPELA DO ALTO;Capela do Alto;SP
6309;3510401;CAPIVARI;Capivari;SP
6311;3510500;CARAGUATATUBA;Caraguatatuba;SP
6313;3510609;CARAPICUÍBA;Carapicuíba;SP
6315;3510708;CARDOSO;Cardoso;SP
6317;3510807;CASA BRANCA;Casa Branca;SP
6319;3510906;CÁSSIA DOS COQUEIROS;Cássia dos Coqueiros;SP
6321;3511003;CASTILHO;Castilho;SP
6323;3511102;CATANDUVA;Catanduva;SP
6325;3511201;CATIGUÁ;Catiguá;SP
6327;3511300;CEDRAL;Cedral;SP
6329;3511409;CERQUEIRA CÉSAR;Cerqueira César;SP
6331;3511508;CERQUILHO;Cerquilho;SP
6333;3511607;CESÁRIO LANGE;Cesário Lange;SP
6335;3511706;CHARQUEADA;Charqueada;SP
6337;3557204;CHAVANTES;Chavantes;SP
6339;3511904;CLEMENTINA;Clementina;SP
6341;3512001;COLINA;Colina;SP
6343;3512100;COLÔMBIA;Colômbia;SP
6345;3512209;CONCHAL;Conchal;SP
6347;3512308;CONCHAS;Conchas;SP
6349;3512407;CORDEIRÓPOLIS;Cordeirópolis;SP
6351;3512506;COROADOS;Coroados;SP
6353;3512605;CORONEL MACEDO;Coronel Macedo;SP
6355;3512704;CORUMBATAÍ;Corumbataí;SP
6357;3512803;COSMÓPOLIS;Cosmópolis;SP
6359;3512902;COSMORAMA;Cosmorama;SP
6361;3513009;COTIA;Cotia;SP
6363;3513108;CRAVINHOS;Cravinhos;SP
6365;3513207;CRISTAIS PAULISTA;Cristais Paulista;SP
6367;3513306;CRUZÁLIA;Cruzália;SP
6369;3513405;CRUZEIRO;Cruzeiro;SP
6371;3513504;CUBATÃO;Cubatão;SP
6373;3513603;CUNHA;Cunha;SP
6375;3513702;DESCALVADO;Descalvado;SP
6377;3513801;DIADEMA;Diadema;SP
6379;3513900;DIVINOLÂNDIA;Divinolândia;SP
6381;3514007;DOBRADA;Dobrada;SP
6383;3514106;DOIS CÓRREGOS;Dois Córregos;SP
6385;3514205;DOLCINÓPOLIS;Dolcinópolis;SP
6387;3514304;DOURADO;Dourado;SP
6389;3514403;DRACENA;Dracena;SP
6391;3514502;DUARTINA;Duartina;SP
6393;3514601;DUMONT;Dumont;SP
6395;3514700;ECHAPORÃ;Echaporã;SP
6397;3514809;ELDORADO;Eldorado;SP
6399;3514908;ELIAS FAUSTO;Elias Fausto;SP
6401;3515004;EMBU DAS ARTES;Embu das Artes;SP
6403;3515103;EMBU-GUAÇU;Embu-Guaçu;SP
6405;3515202;ESTRELA D'OESTE;Estrela d'Oeste;SP
6407;3515301;ESTRELA DO NORTE;Estrela do Norte;SP
6409;3515400;FARTURA;Fartura;SP
6411;3515509;FERNANDÓPOLIS;Fernandópolis;SP
6413;3515608;FERNANDO PRESTES;Fernando Prestes;SP
6415;3515707;FERRAZ DE VASCONCELOS;Ferraz de Vasconcelos;SP
6417;3515806;FLORA RICA;Flora Rica;SP
6419;3515905;FLOREAL;Floreal;SP
6421;3516002;FLÓRIDA PAULISTA;Flórida Paulista;SP
6423;3516101;FLORÍNEA;Florínea;SP
6425;3516200;FRANCA;Franca;SP
6427;3516309;FRANCISCO MORATO;Francisco Morato;SP
6429;3516408;FRANCO DA ROCHA;Franco da Rocha;SP
6431;3516507;GABRIEL MONTEIRO;Gabriel Monteiro;SP
6433;3516606;GÁLIA;Gália;SP
6435;3516705;GARÇA;Garça;SP
6437;3516804;GASTÃO VIDIGAL;Gastão Vidigal;SP
6439;3516903;GENERAL SALGADO;General Salgado;SP
6441;3517000;GETULINA;Getulina;SP
6443;3517109;GLICÉRIO;Glicério;SP
6445;3517208;GUAIÇARA;Guaiçara;SP
6447;3517307;GUAIMBÊ;Guaimbê;SP
6449;3517406;GUAÍRA;Guaíra;SP
6451;3517505;GUAPIAÇU;Guapiaçu;SP
6453;3517604;GUAPIARA;Guapiara;SP
6455;3517703;GUARÁ;Guará;SP
6457;3517802;GUARAÇAÍ;Guaraçaí;SP
6459;3517901;GUARACI;Guaraci;SP
6461;3518008;GUARANI D'OESTE;Guarani d'Oeste;SP
6463;3518107;GUARANTÃ;Guarantã;SP
